CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY,,,,
교통약자의 이동편의 증진법 일부개정법률안,2018.4.24.,국토교통부,교통/건축/국토,,,,
공중화장실 등에 관한 법률 일부개정법률안,2018.4.24.,행정안전부,행정,,,,
가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안,2018.4.24.,환경부,안전/환경,,,,
동물보호법 일부개정법률안,2018.4.24.,농림축산식품부,농산어촌,,,,
양육비 이행확보 및 지원에 관한 법률 일부개정법률안,2018.4.24.,여성가족부,인권/성평등,,,,
시체 해부 및 보존에 관한 법률 일부개정법률안,2018.4.24.,보건복지부,보건복지,,,,
지능형 로봇 개발 및 보급 촉진법 일부개정법률안,2018.4.24.,산업통상자원부,성장동력,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.4.24.,법무부,정치개혁,,,,
자살예방 및 생명존중문화 조성을 위한 법률 일부개정법률안,2018.4.24.,보건복지부,보건복지,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.24.,과학기술정보통신부,성장동력,,,,
청소년 보호법 일부개정법률안,2018.4.24.,여성가족부,인권/성평등,,,,
고용보험법 일부개정법률안,2018.4.24.,고용노동부,일자리,,,,
실험동물에 관한 법률 일부개정법률안,2018.4.24.,식품의약품안전처,안전/환경,,,,
대기환경보전법 일부개정법률안,2018.4.24.,환경부,안전/환경,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.24.,과학기술정보통신부,성장동력,,,,
고용상 연령차별금지 및 고령자고용촉진에 관한 법률 일부개정법률안,2018.4.23.,고용노동부,일자리,,,,
국회의회외교지원처법안,2018.4.23.,법제처,정치개혁,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.4.23.,문화체육관광부,문화/예술/체육/언론,,,,
파견근로자보호 등에 관한 법률 일부개정법률안,2018.4.23.,고용노동부,일자리,,,,
기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안,2018.4.23.,고용노동부,일자리,,,,
재난 및 안전관리 기본법 일부개정법률안,2018.4.23.,행정안전부,행정,,,,
경찰공무원법 일부개정법률안,2018.4.23.,경찰청,행정,,,,
국회법 일부개정법률안,2018.4.23.,법제처,정치개혁,,,,
더불어민주당원 등의 대통령선거 댓글공작 및 여론조작 사건과 관련된 진상규명을 위한 특별검사의 임명 등에 관한 법률안,2018.4.23.,법무부,정치개혁,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.23.,고용노동부,일자리,,,,
산업발전법 일부개정법률안,2018.4.23.,산업통상자원부,성장동력,,,,
고용정책 기본법 일부개정법률안,2018.4.23.,고용노동부,일자리,,,,
부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안,2018.4.23.,국민권익위원회,인권/성평등,,,,
재외국민보호를 위한 영사조력법안,2018.4.23.,외교부,외교/통일/국방,,,,
사립학교법 일부개정법률안,2018.4.23.,교육부,육아/교육,,,,
민간임대주택에 관한 특별법 일부개정법률안,2018.4.23.,국토교통부,교통/건축/국토,,,,
하도급거래 공정화에 관한 법률 일부개정법률안,2018.4.23.,공정거래위원회,성장동력,,,,
산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,2018.4.23.,산업통상자원부,성장동력,,,,
국회법 일부개정법률안,2018.4.23.,법제처,정치개혁,,,,
국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,2018.4.23.,국가보훈처,보건복지,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.23.,고용노동부,일자리,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.23.,과학기술정보통신부,성장동력,,,,
청원경찰법 일부개정법률안,2018.4.23.,경찰청,행정,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.23.,과학기술정보통신부,성장동력,,,,
도로교통법 일부개정법률안,2018.4.23.,경찰청,행정,,,,
의료법 일부개정법률안,2018.4.23.,보건복지부,보건복지,,,,
공직선거법 일부개정법률안,2018.4.23.,법제처,정치개혁,,,,
민사집행법 일부개정법률안,2018.4.23.,법무부,정치개혁,,,,
철도안전법 일부개정법률안,2018.4.23.,국토교통부,교통/건축/국토,,,,
의료급여법 일부개정법률안,2018.4.23.,보건복지부,보건복지,,,,
가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.4.23.,법무부,정치개혁,,,,
아동복지법 일부개정법률안,2018.4.23.,보건복지부,보건복지,,,,
대기환경보전법 일부개정법률안,2018.4.23.,환경부,안전/환경,,,,
자본시장과 금융투자업에 관한 법률 일부개정법률안,2018.4.23.,금융위원회,경제민주화,,,,
근로기준법 일부개정법률안,2018.4.20.,고용노동부,일자리,,,,
자원의 절약과 재활용촉진에 관한 법률 일부개정법률안,2018.4.20.,환경부,안전/환경,,,,
문화예술진흥법 일부개정법률안,2018.4.20.,문화체육관광부,문화/예술/체육/언론,,,,
사회복지사업법 일부개정법률안,2018.4.20.,보건복지부,보건복지,,,,
원자력안전위원회의 설치 및 운영에 관한 법률 일부개정법률안,2018.4.20.,원자력안전위원회,안전/환경,,,,
특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 일부개정법률안,2018.4.20.,법무부,정치개혁,,,,
유료도로법 일부개정법률안,2018.4.20.,국토교통부,교통/건축/국토,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.20.,고용노동부,일자리,,,,
의료기기법 일부개정법률안,2018.4.20.,식품의약품안전처,안전/환경,,,,
대기환경보전법 일부개정법률안,2018.4.20.,환경부,안전/환경,,,,
교통안전법 일부개정법률안,2018.4.20.,국토교통부,교통/건축/국토,,,,
하도급거래 공정화에 관한 법률 일부개정법률안,2018.4.20.,공정거래위원회,성장동력,,,,
산업재해보상보험법 일부개정법률안,2018.4.20.,고용노동부,일자리,,,,
고도 보존 및 육성에 관한 특별법 일부개정법률안,2018.4.20.,문화재청,문화/예술/체육/언론,,,,
장애인복지법 일부개정법률안,2018.4.20.,보건복지부,보건복지,,,,
장애인 건강권 및 의료접근성 보장에 관한 법률 일부개정법률안,2018.4.20.,보건복지부,보건복지,,,,
재난 및 안전관리 기본법 일부개정법률안,2018.4.20.,행정안전부,행정,,,,
교통약자의 이동편의 증진법 일부개정법률안,2018.4.20.,국토교통부,교통/건축/국토,,,,
주차장법 일부개정법률안,2018.4.19.,국토교통부,교통/건축/국토,,,,
부가가치세법 일부개정법률안,2018.4.19.,기획재정부,행정,,,,
조세특례제한법 일부개정법률안,2018.4.19.,기획재정부,행정,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2018.4.19.,과학기술정보통신부,성장동력,,,,
제대군인지원에 관한 법률 일부개정법률안,2018.4.19.,국가보훈처,보건복지,,,,
군인의 지위 및 복무에 관한 기본법 일부개정법률안,2018.4.19.,국방부,외교/통일/국방,,,,
장애인복지법 일부개정법률안,2018.4.19.,보건복지부,보건복지,,,,
저작권법 일부개정법률안,2018.4.19.,문화체육관광부,문화/예술/체육/언론,,,,
119구조·구급에 관한 법률 일부개정법률안,2018.4.19.,소방청,안전/환경,,,,
항공사업법 일부개정법률안,2018.4.19.,국토교통부,교통/건축/국토,,,,
공직선거법 일부개정법률안,2018.4.19.,법제처,정치개혁,,,,
다중이용업소의 안전관리에 관한 특별법 일부개정법률안,2018.4.19.,소방청,안전/환경,,,,
골재채취법 일부개정법률안,2018.4.19.,국토교통부,교통/건축/국토,,,,
국가공무원법 일부개정법률안,2018.4.19.,인사혁신처,행정,,,,
신문 등의 진흥에 관한 법률 일부개정법률안,2018.4.19.,문화체육관광부,문화/예술/체육/언론,,,,
농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 일부개정법률안,2018.4.19.,농림축산식품부,농산어촌,,,,
한국농어촌공사 및 농지관리기금법 일부개정법률안,2018.4.19.,농림축산식품부,농산어촌,,,,
지방공무원법 일부개정법률안,2018.4.19.,행정안전부,행정,,,,
댐건설 및 주변지역지원 등에 관한 법률 일부개정법률안,2018.4.19.,국토교통부,교통/건축/국토,,,,
초·중등교육법 일부개정법률안,2018.4.19.,교육부,육아/교육,,,,
근로기준법 일부개정법률안,2018.4.19.,고용노동부,일자리,,,,
근로기준법 일부개정법률안,2018.4.19.,고용노동부,일자리,,,,
공공주택 특별법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
병역법 일부개정법률안,2018.4.18.,병무청,외교/통일/국방,,,,
근로기준법 일부개정법률안,2018.4.18.,고용노동부,일자리,,,,
항공사업법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
재난 및 안전관리 기본법 일부개정법률안,2018.4.18.,행정안전부,행정,,,,
조세특례제한법 일부개정법률안,2018.4.18.,기획재정부,행정,,,,
수의사법 일부개정법률안,2018.4.18.,농림축산식품부,농산어촌,,,,
국가공간정보 기본법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
대기환경보전법 일부개정법률안,2018.4.18.,환경부,안전/환경,,,,
한국토지주택공사법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
한국도로공사법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
한국수자원공사법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
사립학교법 일부개정법률안,2018.4.18.,교육부,육아/교육,,,,
한국공항공사법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
한국농어촌공사 및 농지관리기금법 일부개정법률안,2018.4.18.,농림축산식품부,농산어촌,,,,
임업 및 산촌 진흥촉진에 관한 법률 일부개정법률안,2018.4.18.,산림청,안전/환경,,,,
조세특례제한법 일부개정법률안,2018.4.18.,기획재정부,행정,,,,
근로자퇴직급여 보장법 일부개정법률안,2018.4.18.,고용노동부,일자리,,,,
농지법 일부개정법률안,2018.4.18.,농림축산식품부,농산어촌,,,,
형사소송법 일부개정법률안,2018.4.18.,법무부,정치개혁,,,,
기존건축물의 내진보강 촉진에 관한 법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
한국철도공사법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
한국감정원법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.18.,고용노동부,일자리,,,,
건축법 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
도시공원 및 녹지 등에 관한 법률 일부개정법률안,2018.4.18.,국토교통부,교통/건축/국토,,,,
고등교육법 일부개정법률안,2018.4.18.,교육부,육아/교육,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2018.4.18.,고용노동부,일자리,,,,
국세기본법 일부개정법률안,2018.4.17.,기획재정부,행정,,,,
특허법 일부개정법률안,2018.4.17.,특허청,기타,,,,
상표법 일부개정법률안,2018.4.17.,특허청,기타,,,,
디자인보호법 일부개정법률안,2018.4.17.,특허청,기타,,,,
교육환경 보호에 관한 법률 일부개정법률안,2018.4.17.,교육부,육아/교육,,,,
국립대학법인 서울대학교 설립·운영에 관한 법률 일부개정법률안,2018.4.17.,교육부,육아/교육,,,,
중소기업 인력지원 특별법 일부개정법률안,2018.4.17.,중소벤처기업부,일자리,,,,
실험동물에 관한 법률 일부개정법률안,2018.4.17.,식품의약품안전처,안전/환경,,,,
자본시장과 금융투자업에 관한 법률 일부개정법률안,2018.4.17.,금융위원회,경제민주화,,,,
국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,2018.4.17.,기획재정부,행정,,,,
상호저축은행법 일부개정법률안,2018.4.17.,금융위원회,경제민주화,,,,
여신전문금융업법 일부개정법률안,2018.4.17.,금융위원회,경제민주화,,,,
금융지주회사법 일부개정법률안,2018.4.17.,금융위원회,경제민주화,,,,
은행법 일부개정법률안,2018.4.17.,금융위원회,경제민주화,,,,
보험업법 일부개정법률안,2018.4.17.,금융위원회,경제민주화,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2018.4.17.,법무부,정치개혁,,,,
형법 일부개정법률안,2018.4.17.,법무부,정치개혁,,,,
"前 금융감독원장 김기식의 뇌물수수, 업무상횡령 등 범죄혐의의 진상규명을 위한 특별검사의 임명 등에 관한 법률안",2018.4.17.,법무부,정치개혁,,,,
민주당원 댓글조작 사건 및 김경수 의원 등 연루 의혹 진상규명을 위한 특별검사의 임명 등에 관한 법률안,2018.4.17.,법무부,정치개혁,,,,
근로자참여 및 협력증진에 관한 법률 일부개정법률안,2018.4.17.,고용노동부,일자리,,,,
근로자직업능력 개발법 일부개정법률안,2018.4.17.,고용노동부,일자리,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2018.4.17.,고용노동부,일자리,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.17.,고용노동부,일자리,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2018.4.17.,고용노동부,일자리,,,,
