CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY,,,,
게임산업진흥에 관한 법률 일부개정법률안,2022.4.12.,문화체육관광부,문화/예술/체육/언론,,,,
음악산업진흥에 관한 법률 일부개정법률안,2022.4.12.,문화체육관광부,문화/예술/체육/언론,,,,
폐기물관리법 일부개정법률안,2022.4.12.,환경부,안전/환경,,,,
방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,2022.4.12.,방송통신위원회,문화/예술/체육/언론,,,,
국가균형발전 특별법 일부개정법률안,2022.4.12.,산업통상자원부,성장동력,,,,
선원법 일부개정법률안,2022.4.12.,해양수산부,농산어촌,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2022.4.12.,고용노동부,일자리,,,,
주택법 일부개정법률안,2022.4.12.,국토교통부,교통/건축/국토,,,,
독립유공자예우에 관한 법률 일부개정법률안,2022.4.12.,국가보훈처,보건복지,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2022.4.12.,고용노동부,일자리,,,,
공직선거법 일부개정법률안,2022.4.12.,중앙선거관리위원회,정치개혁,,,,
부동산소유권 이전등기 등에 관한 특별조치법 일부개정법률안,2022.4.12.,법무부,정치개혁,,,,
형의 집행 및 수용자의 처우에 관한 법률 일부개정법률안,2022.4.11.,법무부,정치개혁,,,,
크루즈산업의 육성 및 지원에 관한 법률 일부개정법률안,2022.4.11.,해양수산부,농산어촌,,,,
대중교통의 육성 및 이용촉진에 관한 법률 일부개정법률안,2022.4.11.,국토교통부,교통/건축/국토,,,,
해수욕장의 이용 및 관리에 관한 법률 일부개정법률안,2022.4.11.,해양수산부,농산어촌,,,,
군인복지기본법 일부개정법률안,2022.4.11.,국방부,외교/통일/국방,,,,
교육시설 등의 안전 및 유지관리 등에 관한 법률 일부개정법률안,2022.4.11.,교육부,육아/교육,,,,
혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2022.4.11.,국토교통부,교통/건축/국토,,,,
장애인복지법 일부개정법률안,2022.4.11.,보건복지부,보건복지,,,,
종합부동산세법 일부개정법률안,2022.4.11.,기획재정부,행정,,,,
교육환경 보호에 관한 법률 일부개정법률안,2022.4.11.,교육부,육아/교육,,,,
공익신고자 보호법 일부개정법률안,2022.4.11.,국민권익위원회,인권/성평등,,,,
대리점거래의 공정화에 관한 법률 일부개정법률안,2022.4.11.,공정거래위원회,성장동력,,,,
대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,2022.4.11.,공정거래위원회,성장동력,,,,
가맹사업거래의 공정화에 관한 법률 일부개정법률안,2022.4.11.,공정거래위원회,성장동력,,,,
형사소송법 일부개정법률안,2022.4.8.,법무부,정치개혁,,,,
군사법원법 일부개정법률안,2022.4.8.,국방부,외교/통일/국방,,,,
공직선거법 일부개정법률안,2022.4.8.,중앙선거관리위원회,정치개혁,,,,
조세특례제한법 일부개정법률안,2022.4.8.,기획재정부,행정,,,,
공직선거법 일부개정법률안,2022.4.8.,중앙선거관리위원회,정치개혁,,,,
대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2022.4.8.,중소벤처기업부,일자리,,,,
소득세법 일부개정법률안,2022.4.8.,기획재정부,행정,,,,
학교용지 확보 등에 관한 특례법 일부개정법률안,2022.4.8.,교육부,육아/교육,,,,
국적법 일부개정법률안,2022.4.8.,법무부,정치개혁,,,,
한국수출입은행법 일부개정법률안,2022.4.8.,기획재정부,행정,,,,
영유아보육법 일부개정법률안,2022.4.8.,보건복지부,보건복지,,,,
수산업·어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률 일부개정법률안,2022.4.8.,해양수산부,농산어촌,,,,
한국은행법 일부개정법률안,2022.4.8.,기획재정부,행정,,,,
정치자금법 일부개정법률안,2022.4.8.,법제처,정치개혁,,,,
정치자금법 일부개정법률안,2022.4.8.,법제처,정치개혁,,,,
대한민국국기법 일부개정법률안,2022.4.8.,행정안전부,행정,,,,
재난 및 안전관리 기본법 일부개정법률안,2022.4.8.,행정안전부,행정,,,,
소방기본법 일부개정법률안,2022.4.8.,소방청,안전/환경,,,,
개인정보 보호법 일부개정법률안,2022.4.8.,개인정보보호위원회,인권/성평등,,,,
소비자기본법 일부개정법률안,2022.4.7.,공정거래위원회,성장동력,,,,
형사소송법 일부개정법률안,2022.4.7.,법무부,정치개혁,,,,
근로자퇴직급여 보장법 일부개정법률안,2022.4.7.,고용노동부,일자리,,,,
기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안,2022.4.7.,고용노동부,일자리,,,,
도시 및 주거환경정비법 일부개정법률안,2022.4.7.,국토교통부,교통/건축/국토,,,,
자동차관리법 일부개정법률안,2022.4.7.,국토교통부,교통/건축/국토,,,,
공직선거법 일부개정법률안,2022.4.7.,중앙선거관리위원회,정치개혁,,,,
공직선거법 일부개정법률안,2022.4.7.,중앙선거관리위원회,정치개혁,,,,
공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안,2022.4.7.,국토교통부,교통/건축/국토,,,,
수의사법 일부개정법률안,2022.4.7.,농림축산식품부,농산어촌,,,,
통신비밀보호법 일부개정법률안,2022.4.7.,과학기술정보통신부,성장동력,,,,
국민기초생활 보장법 일부개정법률안,2022.4.7.,보건복지부,보건복지,,,,
국회법 일부개정법률안,2022.4.7.,법제처,정치개혁,,,,
국회에서의 증언·감정 등에 관한 법률 일부개정법률안,2022.4.7.,법제처,정치개혁,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2022.4.7.,법무부,정치개혁,,,,
환경영향평가법 일부개정법률안,2022.4.7.,환경부,안전/환경,,,,
가사소송법 일부개정법률안,2022.4.7.,법무부,정치개혁,,,,
기부금품의 모집 및 사용에 관한 법률 일부개정법률안,2022.4.7.,행정안전부,행정,,,,
학교폭력예방 및 대책에 관한 법률 일부개정법률안,2022.4.7.,교육부,육아/교육,,,,
민법 일부개정법률안,2022.4.7.,법무부,정치개혁,,,,
대도시권 광역교통 관리에 관한 특별법 일부개정법률안,2022.4.7.,국토교통부,교통/건축/국토,,,,
채용절차의 공정화에 관한 법률 일부개정법률안,2022.4.7.,고용노동부,일자리,,,,
농업협동조합법 일부개정법률안,2022.4.7.,농림축산식품부,농산어촌,,,,
장애인복지법 일부개정법률안,2022.4.7.,보건복지부,보건복지,,,,
형법 일부개정법률안,2022.4.7.,법무부,정치개혁,,,,
소년법 일부개정법률안,2022.4.7.,법무부,정치개혁,,,,
소방의 조직 및 운영에 관한 법률안,2022.4.6.,소방청,안전/환경,,,,
보호관찰 등에 관한 법률 일부개정법률안,2022.4.6.,법무부,정치개혁,,,,
형사소송법 일부개정법률안,2022.4.6.,법무부,정치개혁,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2022.4.6.,법무부,정치개혁,,,,
형법 일부개정법률안,2022.4.6.,법무부,정치개혁,,,,
아동·청소년의 성보호에 관한 법률 일부개정법률안,2022.4.6.,여성가족부,인권/성평등,,,,
국회에서의 증언·감정 등에 관한 법률 일부개정법률안,2022.4.6.,법제처,정치개혁,,,,
조세특례제한법 일부개정법률안,2022.4.6.,기획재정부,행정,,,,
어장관리법 일부개정법률안,2022.4.6.,해양수산부,농산어촌,,,,
조세특례제한법 일부개정법률안,2022.4.6.,기획재정부,행정,,,,
소득세법 일부개정법률안,2022.4.6.,기획재정부,행정,,,,
도로교통법 일부개정법률안,2022.4.6.,경찰청,행정,,,,
기능성 양잠산업 육성 및 지원에 관한 법률 일부개정법률안,2022.4.6.,농림축산식품부,농산어촌,,,,
사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,2022.4.6.,법무부,정치개혁,,,,
체육시설의 설치·이용에 관한 법률 일부개정법률안,2022.4.6.,문화체육관광부,문화/예술/체육/언론,,,,
공익신고자 보호법 일부개정법률안,2022.4.6.,국민권익위원회,인권/성평등,,,,
동물보호법 일부개정법률안,2022.4.6.,농림축산식품부,농산어촌,,,,
지방자치법 일부개정법률안,2022.4.6.,행정안전부,행정,,,,
국민체육진흥법 일부개정법률안,2022.4.6.,문화체육관광부,문화/예술/체육/언론,,,,
노인복지법 일부개정법률안,2022.4.6.,보건복지부,보건복지,,,,
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,2022.4.6.,고용노동부,일자리,,,,
주택법 일부개정법률안,2022.4.6.,국토교통부,교통/건축/국토,,,,
정부조직법 일부개정법률안,2022.4.6.,행정안전부,행정,,,,
지방공무원법 일부개정법률안,2022.4.6.,행정안전부,행정,,,,
국민건강보험법 일부개정법률안,2022.4.6.,보건복지부,보건복지,,,,
동물보호법 일부개정법률안,2022.4.6.,농림축산식품부,농산어촌,,,,
교육공무원법 일부개정법률안,2022.4.5.,교육부,육아/교육,,,,
사립학교법 일부개정법률안,2022.4.5.,교육부,육아/교육,,,,
수산업협동조합법 일부개정법률안,2022.4.5.,해양수산부,농산어촌,,,,
지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안,2022.4.5.,행정안전부,행정,,,,
국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,2022.4.5.,기획재정부,행정,,,,
건강기능식품에 관한 법률 전부개정법률안,2022.4.5.,식품의약품안전처,안전/환경,,,,
저작권법 일부개정법률안,2022.4.5.,문화체육관광부,문화/예술/체육/언론,,,,
동물보호법 일부개정법률안,2022.4.5.,농림축산식품부,농산어촌,,,,
국민건강보험법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
공직선거법 일부개정법률안,2022.4.5.,중앙선거관리위원회,정치개혁,,,,
국가통합교통체계효율화법 일부개정법률안,2022.4.5.,국토교통부,교통/건축/국토,,,,
학교시설사업 촉진법 일부개정법률안,2022.4.5.,교육부,육아/교육,,,,
입양특례법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
아동복지법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
저출산·고령사회기본법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
모자보건법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
아동수당법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
국민의 형사재판 참여에 관한 법률 일부개정법률안,2022.4.5.,법무부,정치개혁,,,,
산림조합법 일부개정법률안,2022.4.5.,산림청,안전/환경,,,,
긴급복지지원법 일부개정법률안,2022.4.5.,보건복지부,보건복지,,,,
수산업협동조합법 일부개정법률안,2022.4.5.,해양수산부,농산어촌,,,,
지역농림어업 발전사업 협력 촉진에 관한 법률안,2022.4.5.,농림축산식품부,농산어촌,,,,
교육공무원법 일부개정법률안,2022.4.5.,교육부,육아/교육,,,,
민법 일부개정법률안,2022.4.5.,법무부,정치개혁,,,,
국유재산특례제한법 일부개정법률안,2022.4.5.,기획재정부,행정,,,,
교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안,2022.4.5.,교육부,육아/교육,,,,
국민체육진흥법 일부개정법률안,2022.4.5.,문화체육관광부,문화/예술/체육/언론,,,,
영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,2022.4.5.,문화체육관광부,문화/예술/체육/언론,,,,
지방자치단체출연 연구원의 설립 및 운영에 관한 법률 일부개정법률안(대안),2022.4.4.,행정안전부,행정,,,,
소방기본법 일부개정법률안(대안),2022.4.4.,소방청,안전/환경,,,,
자율방범대 설치 및 운영에 관한 법률안(대안),2022.4.4.,,#N/A,,,,
주민투표법 일부개정법률안(대안),2022.4.4.,행정안전부,행정,,,,
비영리민간단체 지원법 일부개정법률안(대안),2022.4.4.,행정안전부,행정,,,,
공무원직장협의회의 설립·운영에 관한 법률 일부개정법률안(대안),2022.4.4.,행정안전부,행정,,,,
지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안(대안),2022.4.4.,행정안전부,행정,,,,
동물보호법 전부개정법률안(대안),2022.4.4.,농림축산식품부,농산어촌,,,,
법무사법 일부개정법률안,2022.4.4.,법무부,정치개혁,,,,
한국수출입은행법 일부개정법률안,2022.4.4.,기획재정부,행정,,,,
한국산업은행법 일부개정법률안,2022.4.4.,금융위원회,경제민주화,,,,
한국은행법 일부개정법률안,2022.4.4.,기획재정부,행정,,,,
국가공무원법 일부개정법률안,2022.4.4.,인사혁신처,행정,,,,
약관의 규제에 관한 법률 일부개정법률안,2022.4.4.,공정거래위원회,성장동력,,,,
철도의 건설 및 철도시설 유지관리에 관한 법률 일부개정법률안,2022.4.4.,국토교통부,교통/건축/국토,,,,
항공우주청의 설립ㆍ운영에 관한 법률안,2022.4.1.,과학기술정보통신부,성장동력,,,,
정부조직법 일부개정법률안,2022.4.1.,행정안전부,행정,,,,
농지 소유 및 이용 실태 전수조사를 위한 특별법안,2022.4.1.,농림축산식품부,농산어촌,,,,
기상법 일부개정법률안,2022.4.1.,기상청,기타,,,,
부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안,2022.4.1.,국민권익위원회,인권/성평등,,,,
표시·광고의 공정화에 관한 법률 일부개정법률안,2022.4.1.,공정거래위원회,성장동력,,,,
대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안,2022.4.1.,중소벤처기업부,일자리,,,,
